Order,Family,Genus,Species,Coll.,Num,SD,SL,VD,Dh,Vmm,Self
Sapindales,Anacardiaceae,Rhus,ovata,Olson,2623,5.3,2.6,53.9,93.8,40.8,self
Sapindales,Anacardiaceae,Rhus,ovata,Olson,2624,4.6,2.8,43.6,82.7,29.3,self
Sapindales,Anacardiaceae,Rhus,ovata,Olson,2625,5.4,2.8,60.7,101,104,self
Sapindales,Anacardiaceae,Spondias,purpurea,Olson,1522,38.8,,142.9,162.5,8.9,self
Sapindales,Anacardiaceae,Spondias,purpurea,Olson,1523,32.2,,145.9,185.2,11.1,self
Sapindales,Anacardiaceae,Spondias,purpurea,Olson,1575,30.9,,141.1,159.1,5.9,self
Sapindales,Burseraceae,Ambilobea,madagascariensis,Weeks,10-1-11-8,10.5,,77.3,94.4,,self
Sapindales,Burseraceae,Ambilobea,madagascariensis,Weeks,10-1-13-2,6.7,,82.8,94.7,,self
Sapindales,Burseraceae,Bursera,arborea,Olson,14,23.9,,74,79.7,,self
Sapindales,Burseraceae,Bursera,arborea,Olson,15,37.7,,84,92.1,,self
Sapindales,Burseraceae,Bursera,arborea,Olson,16,21.8,,82.4,92.2,,self
Sapindales,Burseraceae,Bursera,arborea,Olson,17,20.4,,65,69.3,,self
Sapindales,Burseraceae,Bursera,bolivarii,Olson,113690,28.7,,90.8,97.3,,self
Sapindales,Burseraceae,Bursera,bolivarii,Olson,113691,28.7,,88.7,94.6,,self
Sapindales,Burseraceae,Bursera,bolivarii,Olson,1136113,36,,92.7,108.5,,self
Sapindales,Burseraceae,Bursera,chemapodicta,Olson,1160,20.1,,82.1,87.3,,self
Sapindales,Burseraceae,Bursera,chemapodicta,Olson,1161,11.1,,71.8,76.4,,self
Sapindales,Burseraceae,Bursera,chemapodicta,Olson,1162,8.6,,80.4,89,,self
Sapindales,Burseraceae,Bursera,instabilis,Olson,10,33.4,,82.6,91.4,,self
Sapindales,Burseraceae,Bursera,instabilis,Olson,11,51.6,,92.9,106.5,,self
Sapindales,Burseraceae,Bursera,instabilis,Olson,12,26.4,,84.4,91.5,,self
Sapindales,Burseraceae,Bursera,laurihuertae,Olson,1168,15.9,5.7,91.1,100.6,,self
Sapindales,Burseraceae,Bursera,laurihuertae,Olson,1170,23.2,,88.6,95.8,,self
Sapindales,Burseraceae,Bursera,laurihuertae,Olson,1171,30.9,,89.7,97.5,,self
Sapindales,Burseraceae,Bursera,laurihuertae,Olson,1172,22,,86.2,94,,self
Sapindales,Burseraceae,Bursera,schlechtendalii,Olson,1156,14.3,,80.8,86.8,,self
Sapindales,Burseraceae,Bursera,schlechtendalii,Olson,1157,7.3,,75.3,84.5,,self
Sapindales,Burseraceae,Bursera,schlechtendalii,Olson,1158,6.8,,76,84,,self
Sapindales,Burseraceae,Bursera,schlechtendalii,Olson,1190,8,,61.6,63.9,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,34,10.8,,70,74.7,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,44,47.6,,92.1,105.9,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,45,73.9,,86,102.1,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,46,74,,87.2,104.5,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,65,20.7,,72.6,83.1,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,103,32.8,,117.6,121.4,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,123,39.2,,117.3,134.1,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1145,61.1,,121.6,131.1,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1146,57.9,,118.5,133.2,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1147,47.1,,121.6,127.4,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1148,37.9,,135.6,141.2,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1186,25,,80,86.4,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1187,38,,88.2,93.6,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1188,37,,91.2,94.8,,self
Sapindales,Burseraceae,Bursera,simaruba,Olson,1189,56,,108.3,112.7,,self
Sapindales,Burseraceae,Bursera,standleyana,Olson,1,13,,148.3,182.1,,nonself
Sapindales,Burseraceae,Bursera,standleyana,Olson,2,7.5,,100.4,109.8,,nonself
Sapindales,Burseraceae,Bursera,suntui,Olson,1151,26.4,,75.8,87,,self
Sapindales,Burseraceae,Bursera,suntui,Olson,1152,28.7,,77.5,83.6,,self
Sapindales,Burseraceae,Bursera,suntui,Olson,1153,13.7,,68.6,77.9,,self
Sapindales,Burseraceae,Bursera,suntui,Olson,1154,7,,77.4,82.8,,self
Sapindales,Burseraceae,Commiphora,ankaranensis,Weeks,13-Nov,4.9,2,70.9,83.9,,self
Sapindales,Burseraceae,Commiphora,ankaranensis,Weeks,10-1-12-4,7.8,,73.3,85,,self
Sapindales,Burseraceae,Commiphora,ankaranensis,Weeks,10-1-12-8,3.3,1,61.3,69,,self
Sapindales,Burseraceae,Commiphora,ankaranensis,Weeks,10-1-9-5,9.2,,81,94.6,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,10-1-20-4,12.6,3.5,116.3,126.1,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,10-1-20-7,5.9,2,76.1,88.3,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,10-1-21-11,7,3,90.1,103.6,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,10-1-27-1,24.8,10,116,148.3,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,22-14,15.7,3.5,69.8,95.9,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,26-Jul,7.3,4.5,96,112.5,,self
Sapindales,Burseraceae,Commiphora,aprevalii,Weeks,II-13-6,5.6,,79,90.2,,self
Sapindales,Burseraceae,Commiphora,arafy,Weeks,10-II-14-7,48.7,15,116.4,132.6,,self
Sapindales,Burseraceae,Commiphora,arafy,Weeks,II-12-1,15.6,5,85.7,107.7,,self
Sapindales,Burseraceae,Commiphora,arafy,Weeks,II-13-1,31.7,10,116.7,147.7,,self
Sapindales,Burseraceae,Commiphora,falcata,Weeks,10-1-27-4,34.4,,105.2,120.5,,self
Sapindales,Burseraceae,Commiphora,falcata,Weeks,26-Mar,17.5,5,87.5,94.9,,self
Sapindales,Burseraceae,Commiphora,franciscana,Weeks,10-1-22-10,17.5,,70.2,83.3,,self
Sapindales,Burseraceae,Commiphora,franciscana,Weeks,10-1-22-8,14.3,2.5,73.4,78.9,,self
Sapindales,Burseraceae,Commiphora,grandifolia,Weeks,10-1-13-1,8.6,2.5,99.8,109.3,,self
Sapindales,Burseraceae,Commiphora,grandifolia,Weeks,10-1-15-5,8,3,89.5,99.7,,self
Sapindales,Burseraceae,Commiphora,grandifolia,Weeks,10-1-27-2,4.9,2,83.5,107.8,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-20-11,12.1,,58.2,63.5,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-20-8,4.1,2,56.2,60.8,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-21-4,8.9,2,60.3,64.9,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-22-5,9.6,2.5,64.2,71.8,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-23-11,12.7,,56.7,70.5,,self
Sapindales,Burseraceae,Commiphora,humbertii,Weeks,10-1-23-9,13.4,,63.6,69.6,,self
Sapindales,Burseraceae,Commiphora,lamii,Weeks,26-Feb,18.9,4,89.9,103.2,,self
Sapindales,Burseraceae,Commiphora,lamii,Weeks,26-Apr,11,3.5,67.8,85.6,,self
Sapindales,Burseraceae,Commiphora,lasiodisca,Weeks,10-Nov,16.5,,96.2,110.9,,self
Sapindales,Burseraceae,Commiphora,mafaidoha,Weeks,26-Jan,12.6,8,92.2,111.9,,self
Sapindales,Burseraceae,Commiphora,mafaidoha,Weeks,26-Jun,17,,93.8,108.3,,self
Sapindales,Burseraceae,Commiphora,mafaidoha,Weeks,II-13-2,39.8,10,104.9,122.5,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,10-1-21-1,5.7,1.5,52,61.9,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,10-1-21-12,13.2,2,69,83.4,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,10-1-21-2,3.5,1.5,49.9,59.8,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,10-1-22-1,7.5,2,69.7,77.8,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,10-1-22-2,7.2,2.5,70.1,82.5,,self
Sapindales,Burseraceae,Commiphora,mahafaliensis,Weeks,28-Mar,4.6,2.5,72.3,79.9,,self
Sapindales,Burseraceae,Commiphora,marchandii,Weeks,10-1-21-3,2.9,1.5,55.3,63.1,,self
Sapindales,Burseraceae,Commiphora,marchandii,Weeks,10-1-22-6,5.5,1.5,78.2,96.6,,self
Sapindales,Burseraceae,Commiphora,monstruosa,Weeks,10-1-22-3,7.2,1.3,58.5,75.6,,self
Sapindales,Burseraceae,Commiphora,newsp,Weeks,10-1-28-8,18.8,4,89.2,98.9,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,10-1-20-10,3.9,,75.3,96.5,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,10-1-22-11,12.7,2.5,80.3,97.8,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,10-1-22-4,10,,51.9,60.3,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,10-1-22-9,6.6,,66.3,78.6,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,23-Oct,5.2,,54.3,63.6,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,26-May,13.5,4,72.7,97.1,,self
Sapindales,Burseraceae,Commiphora,orbicularis,Weeks,II-13-4,11.1,3,82.5,105.7,,self
Sapindales,Burseraceae,Commiphora,pervilleana,Weeks,10-1-11-1,5.7,1.5,72.7,92.3,,self
Sapindales,Burseraceae,Commiphora,pervilleana,Weeks,10-1-13-7,7.7,15,74.5,86.4,,self
Sapindales,Burseraceae,Commiphora,pervilleana,Weeks,II-13-7,31.8,,115.2,144,,self
Sapindales,Burseraceae,Commiphora,simplicifolia,Weeks,10-1-20-1,7.9,2,62.5,74.9,,self
Sapindales,Burseraceae,Commiphora,simplicifolia,Weeks,10-1-20-2,6.3,3,84,90.7,,self
Sapindales,Burseraceae,Commiphora,simplicifolia,Weeks,10-1-20-3,9.6,3.5,66.3,91,,self
Sapindales,Burseraceae,Commiphora,sinuata,Weeks,10-1-23-1,1.9,1.5,61.9,66.4,,self
Sapindales,Burseraceae,Commiphora,sinuata,Weeks,10-1-23-6,2.2,2,49.4,58.2,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,02-Oct,12.7,2.5,94.7,118.5,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,03-Oct,12.5,3,90.6,118.8,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,10-1-11-6,17.5,,97.1,112.7,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,10-1-13-10,4.2,,78.7,86,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,10-1-13-5,6,,88.6,106.2,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,10-1-14-2,10.2,3,94.8,117.2,,self
Sapindales,Burseraceae,Commiphora,stellulata,Weeks,10-1-9-1,14.6,3,88,113.2,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,14-Nov,12.6,,92,105.8,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-11-2,25.2,,85.6,98.5,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-11-3,5.1,,75.8,85.3,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-12-11,13.9,,101.7,123.8,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-13-3,6.9,,77.6,88.1,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-13-6,5.6,4,86.2,99.1,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-14-1,3.5,3,82.2,89.3,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-9-06,4.9,2.5,66.9,94.5,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-9-4,7.5,2,78.3,91.9,,self
Sapindales,Burseraceae,Commiphora,tetramera,Weeks,10-1-9-7,7.2,3,65.4,74.2,,self
Sapindales,Burseraceae,Commiphora,vezorum,Weeks,10-1-20-9,10.5,,74.3,90.8,,self
Sapindales,Burseraceae,Commiphora,vezorum,Weeks,10-1-23-8,16.2,,70.7,88,,self
Sapindales,Meliaceae,Dysoxylum,papuanum,Rosell,1,41.5,,97.4,149.8,15.4,self
Sapindales,Meliaceae,Dysoxylum,papuanum,Rosell,2,77,,130.4,157.1,15.4,self
Sapindales,Meliaceae,Dysoxylum,papuanum,Rosell,3,49,,145.6,162,8,self
Sapindales,Rutaceae,Boronia,pinnata,Olson,2132,1.5,1.5,22.4,24.4,201.6,self
Sapindales,Rutaceae,Boronia,pinnata,Olson,2133,1.1,1.6,19.6,22.9,298,self
Sapindales,Rutaceae,Boronia,pinnata,Olson,2134,1.9,1.8,23.7,27.1,185.6,self
Sapindales,Rutaceae,Brombya,platynema,Rosell,1,16.2,,60.8,66.9,19.9,self
Sapindales,Rutaceae,Brombya,platynema,Rosell,2,14.3,8.5,60.7,68.3,26.9,self
Sapindales,Rutaceae,Brombya,platynema,Rosell,3,12.4,,54,64.7,23.1,self
Sapindales,Rutaceae,Zanthoxylum,caribaeum,Olson,2870,48.7,15.5,67.6,83.5,28.7,self
Sapindales,Rutaceae,Zanthoxylum,caribaeum,Olson,2902,32.1,13.8,164.2,207.4,3.1,self
Sapindales,Rutaceae,Zanthoxylum,caribaeum,Olson,2903,31.5,13,95.6,104.5,21.2,self
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,Olson,2425,0.7,16.7,102.9,168.8,46.6,nonself
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,Olson,2426,0.8,18.5,136.4,186.5,18.5,nonself
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,Olson,2441,0.5,16,125.7,185,46.7,nonself
Sapindales,Sapindaceae,Cardiospermum,halicababum,Olson,1462,3.3,,57.3,102.7,98.1,nonself
Sapindales,Sapindaceae,Cardiospermum,halicababum,Olson,1563,1.7,,86.2,121.5,55.3,nonself
Sapindales,Sapindaceae,Cardiospermum,halicababum,Olson,1571,2.3,,64.1,96.5,117.2,nonself
Sapindales,Sapindaceae,Cardiospermum,halicababum,Olson,2859,6.5,12.5,51.6,84.1,89.7,nonself
Sapindales,Sapindaceae,Distichostemon,hispidulus,Olson,2059,0.4,0.2,25.9,37.3,156.1,self
Sapindales,Sapindaceae,Distichostemon,hispidulus,Olson,2060,0.4,0.2,24.7,37.1,147.6,self
Sapindales,Sapindaceae,Distichostemon,hispidulus,Olson,2061,0.3,0.2,19.4,31.8,213.5,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1274,4,,39.1,50.7,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1275,3.5,,46.8,58.7,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1276,3,,45.2,58.2,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1277,2.9,,38.2,49.5,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1278,2.5,,43,58.4,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1279,1.2,,30.7,40.6,,self
Sapindales,Sapindaceae,Dodonaea,viscosa,Olson,1280,1,,47.5,62.9,,self
Sapindales,Sapindaceae,Paullinia,sessiliflora,Olson,2852,,7.4,106.6,130.4,35.4,nonself
Sapindales,Sapindaceae,Paullinia,sessiliflora,Olson,2879,1.9,19.9,58.4,146.2,67.7,nonself
Saxifragales,Altingiaceae,Liquidambar,styraciflua,Olson,4027,50.6,22,53.5,59.9,65,self
Saxifragales,Altingiaceae,Liquidambar,styraciflua,Olson,4028,44.6,23.7,59.1,65,102.5,self
Saxifragales,Altingiaceae,Liquidambar,styraciflua,Olson,4029,58.9,25.8,58,66.6,69.1,self
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2393,0.6,2.7,47.9,52.2,93.7,nonself
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2394,0.7,1.5,44.3,55.9,96.1,nonself
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2395,0.6,1.7,41.6,49.5,113.7,nonself
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2568,0.3,1.9,22.8,27,166.4,nonself
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2569,0.2,1.6,19.6,25.6,223.6,nonself
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,Olson,2570,0.2,1.2,16.9,21.6,,nonself
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1281,6.5,,42,48.8,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1282,4.3,,42.7,51.3,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1283,4,,47.8,55.9,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1284,4.1,,32.4,39,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1285,4,,37.9,43.1,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1286,3.1,,35.6,41.3,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1287,2.9,,33.9,40,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1288,2.7,,37.3,46.9,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1289,2.3,,32.8,37.7,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1290,2.3,,32,36.7,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1291,2.3,,34.5,45.3,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1292,1.9,,38.9,48.9,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1293,1.8,,41.2,46.2,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1294,1.4,,33.5,42.2,,self
Saxifragales,Crassulaceae,Sedum,oxypetalum,Olson,1295,1.2,,33.6,37.9,,self
Saxifragales,Grossulariaceae,Ribes,ciliatum,Olson,1336,9.4,,33.5,38.9,137.3,self
Saxifragales,Grossulariaceae,Ribes,ciliatum,Olson,1337,4.9,,30.1,36.3,180.3,self
Saxifragales,Grossulariaceae,Ribes,ciliatum,Olson,1338,9.1,,30.1,37.7,126.9,self
Saxifragales,Grossulariaceae,Ribes,ciliatum,Olson,1343,10.2,,30.7,39.4,119.9,self
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,Olson,2359,0.5,0.7,12.5,13.6,874,self
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,Olson,2360,0.5,0.8,17.6,24.7,652,self
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,Olson,2361,0.5,0.8,13.9,16.5,860,self
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,Olson,1956,13.4,10.7,46.1,50.6,81.1,self
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,Olson,1957,13.5,13.5,47.5,51.1,86.8,self
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,Olson,1958,14,15,49.1,53.5,81.4,self
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,Olson,2353,0.9,0.5,14.6,16,342.7,self
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,Olson,2354,0.7,0.5,13.8,17.3,373.3,self
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,Olson,2355,0.6,0.5,13.9,16.2,410.4,self
Solanales,Convolvulaceae,Calycobolus,sp,Olson,1660,10.8,,152.4,172.9,8.3,nonself
Solanales,Convolvulaceae,Convolvulus,nodiflorus,Olson,2689,0.2,1.6,54.6,73.7,153,nonself
Solanales,Convolvulaceae,Convolvulus,nodiflorus,Olson,2690,0.2,0.8,44.6,73.8,209,nonself
Solanales,Convolvulaceae,Convolvulus,nodiflorus,Olson,2691,0.2,0.6,16.2,22.3,,nonself
Solanales,Convolvulaceae,Ipomoea,bracteata,Olson,2769,2.4,10.1,156.5,193.3,13.2,nonself
Solanales,Convolvulaceae,Ipomoea,indica,Olson,2430,0.5,5.2,168.8,192.9,22.3,nonself
Solanales,Convolvulaceae,Ipomoea,indica,Olson,2518,0.5,8.7,159.7,189.2,19.6,nonself
Solanales,Convolvulaceae,Ipomoea,indica,Olson,2519,0.4,7.2,188.2,232.4,19,nonself
Solanales,Convolvulaceae,Ipomoea,indica,Olson,2520,0.7,7.9,138.7,197.6,47.1,nonself
Solanales,Convolvulaceae,Ipomoea,wolcottiana,Olson,1476,30.6,,146.1,184.1,1.1,self
Solanales,Convolvulaceae,Ipomoea,wolcottiana,Olson,1477,31.8,,118.9,149.2,1.9,self
Solanales,Convolvulaceae,Ipomoea,wolcottiana,Olson,1478,34.1,,151.7,199.2,2.9,self
Solanales,Convolvulaceae,Ipomoea,wolcottiana,Olson,2881,42,13.9,142.7,168.6,18.1,self
Solanales,Convolvulaceae,Ipomoea,wolcottiana,Olson,2882,45.2,14.5,145.7,166.9,18.1,self
Solanales,Convolvulaceae,Merremia,peltata,Olson,4275,3.8,55,303.7,423.9,3.5,nonself
Solanales,Solanaceae,Solanum,torvum,Olson,1879,1.1,,39.4,54.7,33.5,self
Solanales,Solanaceae,Solanum,torvum,Olson,1880,1.1,,39.4,47.4,42.2,self
Solanales,Solanaceae,Solanum,torvum,Olson,1881,0.8,,35.9,48.7,32.9,self
Vitales,Vitaceae,Cissus,gossypiifolia,Olson,1443,6.7,,303.5,369.4,4.9,nonself
Vitales,Vitaceae,Cissus,gossypiifolia,Olson,1445,6.7,,247.3,335.9,6.8,nonself
Vitales,Vitaceae,Cissus,gossypiifolia,Olson,1446,5.1,,345.6,431.5,3.3,nonself
Vitales,Vitaceae,Cissus,gossypiifolia,Olson,4041,3,38.7,234,291.3,9.2,nonself
Vitales,Vitaceae,Cissus,hypoglauca,Olson,2447,1.3,12,119.8,193.2,31.7,nonself
Vitales,Vitaceae,Cissus,hypoglauca,Olson,2448,2,19.1,151.5,237.1,20.4,nonself
Vitales,Vitaceae,Cissus,hypoglauca,Olson,2485,2.6,25.2,192.4,285.7,12.2,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,1493,3,,212.4,266.9,3.9,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,1494,2.7,,143.6,247.6,3.9,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,1495,2.3,,193.4,249,6.9,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,2883,3.4,17.4,271.3,330.6,6.6,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,2897,3.6,24.9,244.1,307.7,6.3,nonself
Vitales,Vitaceae,Cissus,verticillata,Olson,2898,3.4,29.3,243.7,311.5,6.2,nonself
Vitales,Vitaceae,Leea,indica,Olson,4270,0.9,0.7,36.8,39.5,71.6,self
Vitales,Vitaceae,Leea,indica,Olson,4277,0.8,0.9,33.5,38.1,111.5,self
Vitales,Vitaceae,Leea,indica,Olson,4280,3.5,4.3,80.3,92.8,17.7,self
Vitales,Vitaceae,Leea,indica,Olson,4287,1,0.9,41.6,51.3,36.2,self
Zingiberales,Costaceae,Costus,scaber,Olson,4100,1.9,1.2,80.3,92.4,3.3,self
Zingiberales,Costaceae,Costus,scaber,Olson,4101,1.6,1.1,74.3,87,5.2,self
Zingiberales,Costaceae,Costus,scaber,Olson,4102,1.7,1.1,73.2,84.7,4,self
Zingiberales,Strelitziaceae,Strelitzia,nicolai,Olson,2497,11.1,6.2,107.7,140.2,1.3,self
Zingiberales,Strelitziaceae,Strelitzia,nicolai,Olson,2498,10.5,2.4,100.3,112.9,1.8,self
Zingiberales,Strelitziaceae,Strelitzia,nicolai,Olson,2499,12.4,4.5,91.7,116.3,3.2,self
Zygophyllales,Zygophyllaceae,Guaiacum,coulteri,Olson,1549,42,,63.6,72.9,26,self
Zygophyllales,Zygophyllaceae,Guaiacum,coulteri,Olson,1550,24.5,,70.8,86.6,24.3,self
Zygophyllales,Zygophyllaceae,Guaiacum,coulteri,Olson,1551,23.6,,56.6,79.4,25.6,self
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,Olson,3084,3.7,1.7,51.1,64.3,34.8,self
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,Olson,3085,5.9,2.7,54.6,64.1,37.2,self
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,Olson,3086,3.4,1.8,46.2,54.2,38.4,self
Zygophyllales,Zygophyllaceae,Larrea,tridentata,Olson,2660,4.6,4.2,42.3,58.7,39,self
Zygophyllales,Zygophyllaceae,Larrea,tridentata,Olson,2661,5.3,4.1,41.8,46.2,29.9,self
Zygophyllales,Zygophyllaceae,Larrea,tridentata,Olson,2662,5.2,3.4,38.5,47.4,42.1,self
Zygophyllales,Zygophyllaceae,Larrea,tridentata,Olson,2663,2.2,1.9,35.9,42.1,36.3,self
Zygophyllales,Zygophyllaceae,Tribulus,terrestris,Olson,4392,0.5,1.5,47.5,56.4,113.2,nonself
Zygophyllales,Zygophyllaceae,Tribulus,terrestris,Olson,4393,0.6,1.5,49.9,62.9,108.5,nonself
Zygophyllales,Zygophyllaceae,Tribulus,terrestris,Olson,4394,0.4,1.5,47,57.7,97.4,nonself
