Order,Family,Genus,Species,Coll.,Num,SD,SL,VD,Dh,Vmm,Self
Laurales,Lauraceae,Endiandra,microneura,Rosell,2,14.5,12.6,94.1,100.9,10.8,self
Laurales,Lauraceae,Endiandra,microneura,Rosell,3,55.7,29,135.4,164.6,7.1,self
Laurales,Lauraceae,Licaria,nayaritensis,Olson,2806,2.1,3.7,44.6,50.2,128,self
Laurales,Lauraceae,Licaria,nayaritensis,Olson,2807,2.2,4,51.5,61.6,136,self
Laurales,Lauraceae,Licaria,nayaritensis,Olson,2808,2.5,4.3,59.2,66.4,40.9,self
Laurales,Lauraceae,Nectandra,ambigens,Olson,1405,94.9,,134.2,143.3,13.9,self
Laurales,Lauraceae,Nectandra,ambigens,Olson,4106,43.6,18,133.1,152.8,8.9,self
Laurales,Lauraceae,Nectandra,ambigens,Olson,1404a,73.2,,127.5,146.3,16.6,self
Laurales,Lauraceae,Nectandra,sp,Olson,1399,53.2,,127.1,147.2,21.1,self
Laurales,Lauraceae,Nectandra,sp,Olson,1400,55.4,,105.2,130.8,16.9,self
Laurales,Monimiaceae,Austromatthaea,elegans,Olson,1894,2.3,,45.8,52.4,43.7,self
Laurales,Monimiaceae,Austromatthaea,elegans,Olson,1899,1.7,,44.5,49.8,46.3,self
Laurales,Monimiaceae,Palmeria,scandens_nonself,Olson,23862,3,16.3,99.4,140.5,18.8,nonself
Laurales,Monimiaceae,Palmeria,scandens_nonself,Olson,23863,2,11.8,79.2,93,24.3,nonself
Laurales,Monimiaceae,Palmeria,scandens_nonself,Olson,23864,2,8,71.5,81.4,20.6,nonself
Laurales,Monimiaceae,Palmeria,scandens_self,Olson,2405,1.5,1.4,35,43.3,81.2,self
Laurales,Monimiaceae,Palmeria,scandens_self,Olson,2409,1,1.5,41.1,48.3,58.1,self
Laurales,Monimiaceae,Palmeria,scandens_self,Olson,23861,1.5,1.1,36.5,48.5,56.4,self
Laurales,Monimiaceae,Wilkiea,austroqueenslandica,Rosell,3A,1.6,,39.1,47.2,44.8,self
Laurales,Monimiaceae,Wilkiea,huegeliana,Olson,2374,1.9,1.8,40.7,45,41.3,self
Laurales,Monimiaceae,Wilkiea,huegeliana,Olson,2381,5.1,3.6,45.4,51.7,40.9,self
Laurales,Monimiaceae,Wilkiea,huegeliana,Olson,2382,4.5,2.5,49.2,56.3,21.7,self
Laurales,Siparunaceae,Siparuna,andina,Olson,1350,6.7,5.6,46.5,51.8,58.4,self
Laurales,Siparunaceae,Siparuna,andina,Olson,1351,6.2,3.9,57.5,62.9,41.3,self
Laurales,Siparunaceae,Siparuna,andina,Olson,1352,6.4,4.8,51.4,56.9,47.5,self
Laurales,Siparunaceae,Siparuna,andina,Olson,1353,4.4,,46.4,51.3,37.6,self
Liliales,Smilacaceae,Smilax,leucophylla,Olson,2424,0.6,5.7,81.6,103.3,20.1,nonself
Liliales,Smilacaceae,Smilax,leucophylla,Olson,2443,0.4,6.1,61.8,85.2,32.5,nonself
Liliales,Smilacaceae,Smilax,leucophylla,Olson,2452,0.3,6.7,79.2,97.2,11.1,nonself
Magnoliales,Annonaceae,Annona,muricata,Olson,1626,12.1,,100.7,128.3,11.7,self
Magnoliales,Annonaceae,Annona,muricata,Olson,1627,23.2,,69.8,112.1,9.3,self
Magnoliales,Annonaceae,Annona,muricata,Olson,1628,15.6,,81.9,118.9,10.5,self
Magnoliales,Annonaceae,Cymbopetalum,baillonii,Olson,1357,16.6,11,94.8,120.1,11.5,self
Magnoliales,Annonaceae,Cymbopetalum,baillonii,Olson,1358,23.7,13.3,87.9,109.9,14.3,self
Magnoliales,Annonaceae,Cymbopetalum,baillonii,Olson,1359,24.8,11.5,80.5,94.7,10.9,self
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,Rosell,1,3.3,,48.9,59.4,32,self
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,Rosell,2,5.3,,43.6,47.4,25.8,self
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,Rosell,3,4.6,,50.5,59.2,19.2,self
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,Olson,1859,0.5,0.3,15.8,17.3,280.7,self
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,Olson,18591,0.5,0.6,22.1,23.9,232.5,self
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,Olson,18593,0.5,0.5,19.7,21.2,258.7,self
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,Olson,18594,0.5,0.6,23.1,24.8,181.5,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Olson,4149,25.5,13,78.2,86.3,21.1,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Olson,4150,21.3,10,62.1,74,32.3,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Olson,4151,18.8,11.5,72.6,84.3,25.1,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Rosell,1,18.1,8,57.1,72.1,49.9,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Rosell,2,8,,60.8,66.4,39,self
Magnoliales,Eupomatiaceae,Eupomatia,laurina,Rosell,3,15.9,,53.9,59.5,52.5,self
Magnoliales,Himantandraceae,Galbulimima,baccata,Olson,1915,17.8,12,79.8,90.4,7.7,self
Magnoliales,Himantandraceae,Galbulimima,baccata,Olson,1916,5.1,4.6,71.7,85.5,11.5,self
Magnoliales,Magnoliaceae,Talauma,mexicana,Olson,1441,77,26,130.2,145,9.9,self
Magnoliales,Myristicaceae,Myristica,globosa,Olson,1800,30.2,,118.2,132.7,7.1,self
Magnoliales,Myristicaceae,Myristica,globosa,Rosell,1,30.9,16,99.3,106,9.1,self
Magnoliales,Myristicaceae,Myristica,globosa,Rosell,2,26.7,17,104.2,107.5,5.5,self
Magnoliales,Myristicaceae,Myristica,globosa,Rosell,3,29.3,18,95.7,110.9,8,self
Magnoliales,Myristicaceae,Virola,guatemalensis,Olson,1411,2.6,,57,64.6,12.5,self
Magnoliales,Myristicaceae,Virola,guatemalensis,Olson,1417,7.2,,70.8,79,7.3,self
Magnoliales,Myristicaceae,Virola,guatemalensis,Olson,1419,9.2,,62.6,73.8,8.4,self
Magnoliales,Myristicaceae,Virola,guatemalensis,Olson,1423,14.5,,92.1,100,7.1,self
Malpighiales,Achariaceae,Ryparosa,javanica,Olson,1858,36.6,15,78.2,87.5,32.7,self
Malpighiales,Achariaceae,Ryparosa,javanica,Olson,1860,55.7,16.5,67.7,78.3,30.6,self
Malpighiales,Achariaceae,Ryparosa,javanica,Olson,1861,26.7,13,82.6,91.8,22.4,self
Malpighiales,Balanopaceae,Balanops,australiana,Olson,1892,22,,48,52,85.5,self
Malpighiales,Clusiaceae,Garcinia,intermedia,Olson,1366,24.2,10.3,77.4,102.5,18.4,self
Malpighiales,Clusiaceae,Garcinia,intermedia,Olson,1367,31.5,14.3,83.8,102.3,16.2,self
Malpighiales,Clusiaceae,Garcinia,intermedia,Olson,1368,20.7,13,90.5,100.6,15.7,self
Malpighiales,Euphorbiaceae,Croton,californicus,Olson,2589,0.5,0.9,25.4,41.8,160,self
Malpighiales,Euphorbiaceae,Croton,suberosus,Olson,1524,2,1.9,41.6,51,48.4,self
Malpighiales,Euphorbiaceae,Croton,suberosus,Olson,1525,3.5,2.3,34.8,46.1,118.5,self
Malpighiales,Euphorbiaceae,Croton,suberosus,Olson,1524A,2,1.3,38.2,47.1,99.2,self
Malpighiales,Euphorbiaceae,Euphorbia,bracteata,Olson,1010,3.1,,51.9,59,18,self
Malpighiales,Euphorbiaceae,Euphorbia,bracteata,Olson,8451,2.4,,36.8,43.1,26.1,self
Malpighiales,Euphorbiaceae,Euphorbia,bracteata,Olson,8452,2.3,,41.2,50.4,19.5,self
Malpighiales,Euphorbiaceae,Euphorbia,bracteata,Olson,10111,5.5,,57.8,66.1,44.7,self
Malpighiales,Euphorbiaceae,Euphorbia,bracteata,Olson,10112,3.2,,37.3,49.3,23.2,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,806,1.9,3,55.4,68.4,13.2,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,892,2.3,3,45.5,59,20.5,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,896,2,2,46.3,52.8,10.1,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,900,6.3,4,73.4,86.1,9.5,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,939,3,2.5,49,56.9,8.5,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,943,8.2,4,72.6,115.6,6.1,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,28603,8.9,,65.7,78.2,13.9,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,31391,9.9,,66.3,75.4,16.1,self
Malpighiales,Euphorbiaceae,Euphorbia,calcarata,Olson,900A,7.8,,69.3,79.4,17.7,self
Malpighiales,Euphorbiaceae,Euphorbia,coalcomanensis,Olson,886,13,,85.5,94.4,12.2,self
Malpighiales,Euphorbiaceae,Euphorbia,coalcomanensis,Olson,8831,4.9,3,73.1,85.5,9.3,self
Malpighiales,Euphorbiaceae,Euphorbia,coalcomanensis,Olson,8832,1.7,,57.7,68.8,16.5,self
Malpighiales,Euphorbiaceae,Euphorbia,coalcomanensis,Olson,8833,8.4,,98.1,106.6,8.9,self
Malpighiales,Euphorbiaceae,Euphorbia,colletioides,Olson,1569,1.7,,76.8,100,35.9,nonself
Malpighiales,Euphorbiaceae,Euphorbia,colletioides,Olson,1580,1.3,,64,81.4,41.9,nonself
Malpighiales,Euphorbiaceae,Euphorbia,colletioides,Olson,1581,1.2,,52,79.5,60.7,nonself
Malpighiales,Euphorbiaceae,Euphorbia,colligata,Olson,867,2.9,1.7,56.8,68.6,14.5,self
Malpighiales,Euphorbiaceae,Euphorbia,colligata,Olson,8672,1.1,,39.5,46,34.1,self
Malpighiales,Euphorbiaceae,Euphorbia,conzattii,Olson,971A,2.8,2.5,30,33.5,32.8,self
Malpighiales,Euphorbiaceae,Euphorbia,conzattii,Olson,971B,2.7,,43.5,56.6,19.3,self
Malpighiales,Euphorbiaceae,Euphorbia,cymbifera,Olson,9791,0.5,,19.2,26.6,46.9,self
Malpighiales,Euphorbiaceae,Euphorbia,cymbifera,Olson,9792,0.9,0.5,32.8,37.3,65.9,self
Malpighiales,Euphorbiaceae,Euphorbia,cyri,Olson,973,3,3,42.2,47.1,38.5,self
Malpighiales,Euphorbiaceae,Euphorbia,diazlunana,Olson,887,1.3,1.5,21.4,25.2,19.2,self
Malpighiales,Euphorbiaceae,Euphorbia,diazlunana,Olson,888,1.6,2,26,32,16.3,self
Malpighiales,Euphorbiaceae,Euphorbia,diazlunana,Olson,8981,1.5,0.8,28.3,32,18.4,self
Malpighiales,Euphorbiaceae,Euphorbia,diazlunana,Olson,8982,1.2,,21.1,26.6,20.3,self
Malpighiales,Euphorbiaceae,Euphorbia,finkii,Olson,9171,1.7,,29.4,35.4,24.7,self
Malpighiales,Euphorbiaceae,Euphorbia,finkii,Olson,9172,2.1,2.5,36.8,41.2,16,self
Malpighiales,Euphorbiaceae,Euphorbia,finkii,Olson,9173,0.6,,23.6,32,109.6,self
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,Olson,853,1.4,,27.6,32.1,31.2,self
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,Olson,8481,1.3,,31.9,35,41.7,self
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,Olson,8482,0.8,,33.4,40.4,38.9,self
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,Olson,8541,1.2,0.7,28.6,33.8,46.3,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,840,1.8,,33.6,38.5,37.5,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,841,1.3,,42.8,48.5,17.3,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,843,0.9,,37,40.1,22,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,996,3,1.5,41.7,46.3,17.1,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,8401,1.2,2,35.8,43.7,37.6,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,8412,3.3,,41.5,45.9,18.5,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,9741,2.8,,44.2,47.9,7.7,self
Malpighiales,Euphorbiaceae,Euphorbia,peritropoides,Olson,9742,2.6,,41.1,50.7,14.9,self
Malpighiales,Euphorbiaceae,Euphorbia,personata,Olson,9551,1.3,,29.4,31.9,19.5,self
Malpighiales,Euphorbiaceae,Euphorbia,personata,Olson,9552,0.7,,16.8,19.6,27.7,self
Malpighiales,Euphorbiaceae,Euphorbia,personata,Olson,9553,1.2,,29.5,35.3,21.5,self
Malpighiales,Euphorbiaceae,Euphorbia,personata,Olson,9554,0.5,,12.6,14.9,,self
Malpighiales,Euphorbiaceae,Euphorbia,personata,Olson,9555,1.3,1.8,26.8,28.9,21.5,self
Malpighiales,Euphorbiaceae,Euphorbia,tehuacana,Olson,981A,2.1,2,29.7,33.2,26.4,self
Malpighiales,Euphorbiaceae,Euphorbia,tithymaloides,Olson,926,1.3,,26.5,29.3,22.7,self
Malpighiales,Euphorbiaceae,Euphorbia,tithymaloides,Olson,945,2.4,,43,50.4,22.9,self
Malpighiales,Euphorbiaceae,Euphorbia,tithymaloides,Olson,947,1.9,1.6,33.4,37.2,17.9,self
Malpighiales,Euphorbiaceae,Jatropha,chamelensis,Olson,1568,26.9,,128,163.9,3.1,self
Malpighiales,Euphorbiaceae,Jatropha,standleyana,Olson,1619,36.3,,144.1,181.7,2.9,self
Malpighiales,Euphorbiaceae,Jatropha,standleyana,Olson,1620,38.8,,149.3,170.2,5.1,self
Malpighiales,Euphorbiaceae,Jatropha,standleyana,Olson,1621,36.3,,113.6,141.7,3.9,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31210,4.7,,86.8,135.6,,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31260,2.7,,92,112.9,,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31320,2.9,,91.2,111.3,,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31360,3.8,,109,137.2,,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31260II,20.5,,81.1,94.1,,self
Malpighiales,Euphorbiaceae,Manihot,aesculifolia,Olson,31X,4.8,,77.7,93.1,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,491,2,1.4,65.4,77.3,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,492,1.8,1.1,67.5,83,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,493,1.3,0.9,46.6,56.3,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,494,1.3,0.8,56,70.9,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,495,1.1,0.8,50.6,64.2,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,496,1.2,0.7,44.7,55.2,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,497,1,0.7,55.4,71.2,,self
Malpighiales,Euphorbiaceae,Manihot,angustiloba,Olson,498,1,0.6,52.1,72.3,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,23C1,20.1,,94.2,126.6,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,23C2,18.8,,91.6,140.7,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,23C3,55.1,,131,172.5,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,23C4,22.9,,104.9,161.4,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,23C6,17.8,,118.2,144.5,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F1,13.4,,102.8,124.7,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F2,23.9,,119.4,161.1,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F3,22.3,,98.6,137.9,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F4,8.3,,85.1,120.6,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F5,33.1,,91.4,115.4,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F6,7.3,,81.7,99.8,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,38F7,31.5,,104.6,134.5,,self
Malpighiales,Euphorbiaceae,Manihot,caudata,Olson,C5 27-3.3X3.1.5,3.3,,62.2,90.3,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,370,11.1,,98.8,127.2,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,3700,14,,103.6,142.4,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,37000,11.8,,104.1,157.1,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,370000,9.4,,79.1,91.5,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,3700000,12.4,,113.5,150.7,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,37000000,12.7,,81.5,100.6,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,370000000,5.4,,96.6,108.2,,self
Malpighiales,Euphorbiaceae,Manihot,crassisepala,Olson,3700000000,9.2,,96.2,126.5,,self
Malpighiales,Euphorbiaceae,Manihot,michaelis,Olson,25G1,9.9,,101.6,159.2,,self
Malpighiales,Euphorbiaceae,Manihot,michaelis,Olson,25G2,10.2,,91.4,134,,self
Malpighiales,Euphorbiaceae,Manihot,michaelis,Olson,25G3,5.1,,84,110.5,,self
Malpighiales,Euphorbiaceae,Manihot,michaelis,Olson,25G4,18,,113.5,140.7,,self
Malpighiales,Euphorbiaceae,Manihot,subspicata,Olson,393,0.7,,47.3,54.8,,nonself
Malpighiales,Euphorbiaceae,Manihot,subspicata,Olson,411,0.6,,41,54.9,,nonself
Malpighiales,Euphorbiaceae,Manihot,subspicata,Olson,412,0.6,,44.6,61.7,,nonself
Malpighiales,Euphorbiaceae,Manihot,subspicata,Olson,413,0.5,,48.5,65.4,,nonself
Malpighiales,Euphorbiaceae,Manihot,subspicata,Olson,414,0.3,,47,54.7,,nonself
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34B1,20.7,,107.8,139.1,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34B2,26.4,,138.1,178.1,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34D1,25.2,,113.4,150.7,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34D2,18.1,,93.9,130.4,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34D3,17.2,,86.1,129.8,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34D4,18.5,,112.7,152.6,,self
Malpighiales,Euphorbiaceae,Manihot,tomatophylla,Olson,34D5,32,,107.7,141.2,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,16413,13.1,,100.5,126.7,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,17A,19.1,,108.6,170.4,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,17B,13.7,,93.6,135.3,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,17D,13.7,,113.6,143.9,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,17E,10.5,,111,149.8,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,17F,8.3,,99.3,136.4,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,18A1,22.9,,110.5,157.3,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,18A2,26.7,,111.7,149.2,,self
Malpighiales,Euphorbiaceae,Manihot,websterae,Olson,18A3,14.3,,87.7,103.8,,self
Malpighiales,Euphorbiaceae,Omalanthus,populifolius,Olson,2471,11.8,8.2,108.6,122.9,6.1,self
Malpighiales,Euphorbiaceae,Omalanthus,populifolius,Olson,2472,13.4,8.8,98.4,111.5,11.7,self
Malpighiales,Euphorbiaceae,Omalanthus,populifolius,Olson,2473,13.1,8.5,79.3,93.5,19.9,self
Malpighiales,Euphorbiaceae,Omphalea,oleifera,Olson,1433,31.2,,161.7,210,5.1,self
Malpighiales,Euphorbiaceae,Omphalea,oleifera,Olson,1434,52.2,,123,151.9,6,self
Malpighiales,Euphorbiaceae,Omphalea,oleifera,Olson,1435,47.3,,155.7,178.7,3.7,self
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,Rosell,1,11.9,9.1,67.9,79.2,11.7,self
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,Rosell,2,14.3,8.2,80.5,83.9,12.4,self
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,Rosell,3,26.1,11,71.6,83.1,12.7,self
Malpighiales,Malpighiaceae,HeteropterysOrTetrapteris,sp,Olson,1470,1.4,,56,189.7,146.9,nonself
Malpighiales,Malpighiaceae,HeteropterysOrTetrapteris,sp,Olson,1471,1.4,,65.7,179.4,143,nonself
Malpighiales,Malpighiaceae,HeteropterysOrTetrapteris,sp,Olson,1472,3.2,,66.1,130.1,119.9,nonself
Malpighiales,Ochnaceae,Ouratea,tuerckheimii,Olson,1409,1.3,,34.8,38.9,66.7,self
Malpighiales,Ochnaceae,Ouratea,tuerckheimii,Olson,1410,8.5,,29.2,32.5,29.1,self
Malpighiales,Ochnaceae,Ouratea,tuerckheimii,Olson,1426,3,,44.4,53.7,46.3,self
Malpighiales,Ochnaceae,Ouratea,tuerckheimii,Olson,1403a,1.6,,36.5,43.4,23.9,self
Malpighiales,Passifloraceae,Passiflora,edulis,Olson,2450,0.5,4,101.8,162.3,35.5,nonself
Malpighiales,Passifloraceae,Passiflora,edulis,Olson,2488,1.5,13.9,154.9,205.5,13.8,nonself
Malpighiales,Passifloraceae,Passiflora,edulis,Olson,2521,1,5.8,88.9,142.4,24.9,nonself
Malpighiales,Passifloraceae,Passiflora,edulis,Olson,2522,0.6,5,64.2,92.3,56.9,nonself
Malpighiales,Passifloraceae,Passiflora,edulis,Olson,2523,0.4,6.1,88.2,120.2,35.4,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,1590,0.6,,65.8,91.3,65.5,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,1591,0.6,,68.1,97.4,59.3,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,1592,0.4,,67.4,97.1,57.9,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,2686,0.1,2,50.9,70.1,428,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,2688,0.2,3.1,58.7,87.2,260,nonself
Malpighiales,Passifloraceae,Passiflora,filipes,Olson,2705,0.1,2,45.9,65.3,374,nonself
Malpighiales,Phyllanthaceae,Breynia,cernua,Olson,1889,1.3,1.2,35.9,39.9,93.3,self
Malpighiales,Phyllanthaceae,Breynia,cernua,Olson,1890,1.1,1,38.3,39.2,66.5,self
Malpighiales,Phyllanthaceae,Breynia,cernua,Olson,1891,0.9,0.9,24.1,26.9,119.3,self
Malpighiales,Picrodendraceae,Petalostigma,pubescens,Rosell,1,13.8,7.6,56.7,69.7,40.7,self
Malpighiales,Picrodendraceae,Petalostigma,pubescens,Rosell,4,11.8,6,49.1,62.9,69.3,self
Malpighiales,Picrodendraceae,Petalostigma,pubescens,Rosell,5,11.5,6.9,68.3,75.3,44.1,self
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,Olson,2056,0.5,0.2,20.5,27.8,162.9,self
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,Olson,2057,0.4,0.1,20.4,25,197.3,self
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,Olson,2058,0.4,0.1,19.5,32.7,170.5,self
Malpighiales,Rhizophoraceae,Carallia,brachiata,Rosell,1,14.2,,129.4,154.3,10.9,self
Malpighiales,Rhizophoraceae,Carallia,brachiata,Rosell,2,20.1,,130.9,151.7,8.7,self
Malpighiales,Rhizophoraceae,Carallia,brachiata,Rosell,3,16.2,,119.3,149.6,11.8,self
Malpighiales,Salicaceae,Casearia,corymbosa,Olson,1499,3.3,,37.3,47.9,67.3,self
Malpighiales,Salicaceae,Casearia,corymbosa,Olson,1503,2.9,,37.6,43.2,93.3,self
Malpighiales,Salicaceae,Casearia,corymbosa,Olson,1505,2.9,,33,43.1,102.5,self
Malpighiales,Violaceae,Hymenanthera,dentata,Olson,2364,6.4,2.6,32.3,41.9,176.8,self
Malpighiales,Violaceae,Hymenanthera,dentata,Olson,2390,6.7,4.6,30.1,34.8,51.2,self
Malpighiales,Violaceae,Hymenanthera,dentata,Olson,2391,8,6.4,26.3,33.8,127.2,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,1374,1.2,,35.5,38.4,117.9,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,1375,9.6,,38.4,41.2,108,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,1376,5.8,,33.9,37.1,134.7,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,1380,10.8,7.8,37.3,42.3,84.7,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,1381,10.7,6.5,34.9,39.6,96.8,self
Malpighiales,Violaceae,Rinorea,guatemalensis,Olson,4042,11.8,9.5,65.5,69.1,54.4,self
Malvales,Bixaceae,Cochlospermum,fraseri,Rosell,2,14.2,5.9,133.8,153.3,9.7,self
Malvales,Bixaceae,Cochlospermum,fraseri,Rosell,3,12.5,,115.2,176.9,4.7,self
Malvales,Bixaceae,Cochlospermum,fraseri,Rosell,5,13.7,4.6,116.5,169.7,5.7,self
Malvales,Bixaceae,Cochlospermum,vitifolium,Olson,1509,16.7,,163.8,186.6,2.1,self
Malvales,Bixaceae,Cochlospermum,vitifolium,Olson,1510,27.4,,109.7,171.8,7.2,self
Malvales,Bixaceae,Cochlospermum,vitifolium,Olson,1511,27.4,,146.5,196.2,3.6,self
Malvales,Malvaceae,Brachychiton,paradoxus,Rosell,1,10.6,4.5,96.8,129.7,20.8,self
Malvales,Malvaceae,Brachychiton,paradoxus,Rosell,3,10.3,5,135.9,163.9,9.9,self
Malvales,Malvaceae,Brachychiton,paradoxus,Rosell,4,11.1,6,103.8,137.1,15.5,self
Malvales,Malvaceae,Brachychiton,rupestris,Olson,1,58.6,,163,216.6,3.2,self
Malvales,Malvaceae,Brachychiton,rupestris,Olson,3,80.5,,122.9,186.8,8.5,self
Malvales,Malvaceae,Byttneria,aculeata,Olson,1564,2,,76.7,110.8,66.9,nonself
Malvales,Malvaceae,Byttneria,aculeata,Olson,1565,1.7,,72.8,92.5,71.2,nonself
Malvales,Malvaceae,Byttneria,aculeata,Olson,1566,2.1,,69.6,95.3,86.5,nonself
Malvales,Malvaceae,Byttneria,aculeata,Olson,2732,,7.3,75.4,93.9,106.1,nonself
Malvales,Malvaceae,Byttneria,aculeata,Olson,2733,0.8,5.5,37.4,71.4,129,nonself
Malvales,Malvaceae,Byttneria,aculeata,Olson,2734,0.8,4.8,49.1,78.9,106.3,nonself
Malvales,Malvaceae,Ceiba,pentandra,Olson,4103,133.7,31,250,281.4,2.1,self
Malvales,Malvaceae,Ceiba,pentandra,Olson,4104,42.7,20,238.6,278.1,1.8,self
Malvales,Malvaceae,Sphaeralcea,ambigua,Olson,2585,0.7,1.2,24.3,34.3,303.2,self
Malvales,Muntingiaceae,Muntingia,calabura,Olson,2776,12.4,9.2,135,149.8,14.9,self
Malvales,Muntingiaceae,Muntingia,calabura,Olson,2777,12.7,9.7,152,160.4,13.8,self
